brightness_mean,brightness_std,red_channel_mean,green_channel_mean,blue_channel_mean,rg_ratio,centre_brightness,periph_brightness,centre_contrast,disc_region_mean,brightness_asymm,laplacian_var,label,path
64.10846666666667,41.59374834814589,105.23863333333334,49.62297777777778,30.795011111111112,2.120764171078452,89.8368,60.892425,24.509768782263126,90.69361111111111,24.96373333333333,56.07590808876544,1,HYGD_Glaucoma\Images\0_0.jpg
54.123222222222225,35.71088434537004,89.84336666666667,40.99961111111111,27.851277777777778,2.1913224109171767,81.9039,50.6506375,23.353759114754954,81.06666666666666,27.67151111111111,33.34074291358024,1,HYGD_Glaucoma\Images\1_0.jpg
58.01023333333333,39.259109569216896,93.08196666666667,45.350344444444445,31.047888888888888,2.0525084827237623,86.1715,54.490075,25.60179071373719,84.7461111111111,28.99948888888889,40.499064087777775,1,HYGD_Glaucoma\Images\1_1.jpg
28.096555555555554,18.139762013697432,41.76367777777778,23.3703,16.46788888888889,1.7870407216757072,40.3116,26.569675,14.271261522374258,41.05694444444445,5.930266666666665,22.24638598506173,1,HYGD_Glaucoma\Images\2_0.jpg
31.813322222222222,21.889733927283903,46.77856666666667,26.46217777777778,19.9537,1.7677519612898243,46.5938,29.9657625,21.697575937417525,46.649166666666666,10.9326,20.88560405320987,1,HYGD_Glaucoma\Images\2_1.jpg
37.858022222222225,23.920579658518026,57.84095555555555,31.431966666666668,18.525122222222222,1.8401952435542441,58.2913,35.3038625,19.364840415299064,59.79361111111111,8.904044444444445,25.93024912580247,1,HYGD_Glaucoma\Images\3_0.jpg
36.56183333333333,20.903961319833883,55.58026666666667,29.957333333333334,20.668255555555554,1.8553142246750933,51.5824,34.6842625,18.90804617722307,50.47027777777778,0.2510000000000048,41.70124547111111,1,HYGD_Glaucoma\Images\3_1.jpg
29.08982222222222,21.808477932817155,47.0137,22.735411111111112,14.718677777777778,2.0678623214789265,32.8179,28.6238125,15.66555264234237,32.10666666666667,6.438222222222226,88.59007811246914,1,HYGD_Glaucoma\Images\4_0.jpg
42.985733333333336,29.81894023036738,66.8778,34.460433333333334,24.148233333333334,1.9407126820808016,61.6556,40.652,19.475630635232328,62.74027777777778,29.788044444444445,31.96335698765432,1,HYGD_Glaucoma\Images\5_0.jpg
36.89518888888889,26.26158671621366,57.15477777777778,29.4787,21.851133333333333,1.9388500095926138,52.0046,35.0065125,23.396550575672475,51.84916666666667,10.93642222222222,28.592271802469135,1,HYGD_Glaucoma\Images\5_1.jpg
53.013933333333334,34.91741121363699,98.72275555555555,36.127966666666666,19.950433333333333,2.732585436274822,68.5027,51.0778375,18.72656382548598,69.74888888888889,2.961155555555557,113.06126122950617,1,HYGD_Glaucoma\Images\6_0.jpg
59.317477777777775,35.18702470884143,95.2363111111111,46.903,28.90671111111111,2.0304950879711554,81.5865,56.53385,27.15508640660162,85.57444444444444,9.238199999999999,55.12921814506172,1,HYGD_Glaucoma\Images\6_1.jpg
69.2748888888889,46.89509276019885,100.27677777777778,59.491033333333334,38.149877777777775,1.6855780133439344,61.9045,70.1961875,20.263508574528746,62.89861111111111,8.713288888888897,112.18919210358024,1,HYGD_Glaucoma\Images\8_0.jpg
46.114555555555555,25.05098599350759,72.10677777777778,37.38601111111111,22.79611111111111,1.9287101146863905,61.7984,44.154075,10.4686846088704,59.77305555555556,1.2389333333333354,28.25274552580247,1,HYGD_Glaucoma\Images\8_1.jpg
40.73235555555556,27.741944372420424,72.80984444444445,28.916666666666668,17.455477777777777,2.5179196926032663,68.38,37.2764,22.841751246347116,75.5188888888889,1.3238666666666674,35.62391592888889,1,HYGD_Glaucoma\Images\8_2.jpg
48.61247777777778,29.889410497040878,76.02656666666667,39.33951111111111,24.385544444444445,1.9325752791369493,81.1364,44.5469875,18.018001971361866,82.73805555555556,4.908022222222222,28.60850688876543,1,HYGD_Glaucoma\Images\8_3.jpg
74.6512,46.42475542571848,117.61976666666666,60.8878,32.68158888888889,1.931746042173747,104.023,70.979725,28.185596871451914,109.6625,9.540400000000005,184.06503868444443,1,HYGD_Glaucoma\Images\9_0.jpg
51.497822222222226,36.16828868454236,87.415,38.5073,24.034755555555556,2.2700890480506293,95.3235,46.0196125,28.677221757869084,104.20027777777777,6.0692888888888845,51.13537962666667,1,HYGD_Glaucoma\Images\9_1.jpg
54.47668888888889,35.67267536509156,94.25202222222222,39.89183333333333,25.213155555555556,2.362689662183711,91.4514,49.85485,30.48070927718054,95.39,24.90862222222222,66.66308916098765,1,HYGD_Glaucoma\Images\10_0.jpg
60.44071111111111,36.76754813607735,100.39006666666667,46.99505555555555,24.917433333333335,2.136183593782325,85.3049,57.3326875,17.461349775718944,87.40611111111112,26.638577777777783,96.34684771555554,1,HYGD_Glaucoma\Images\10_1.jpg
43.515766666666664,29.87024673987664,72.31698888888889,33.025977777777776,21.91321111111111,2.1897001619600465,71.988,39.9567375,23.866915510807008,74.37944444444445,26.857533333333333,24.62192124,1,HYGD_Glaucoma\Images\10_2.jpg
52.2346,29.28347441734179,96.89523333333334,35.35884444444444,21.817633333333333,2.7403393650370678,75.6927,49.3023375,8.93249498796389,76.11777777777777,6.001599999999996,34.41710012728395,1,HYGD_Glaucoma\Images\11_0.jpg
